customer_id,gender,age,region,customer_segment,contract_type,tenure_months,monthly_fee,total_spent,internet_service,tv_service,streaming_service,support_calls,complaints,payment_method,last_payment_delay,digital_usage_score,marketing_score,preferred_contact_hour,internal_campaign_code,churn
NT-000173,Femenino,38.0,Norte,Joven digital,Mensual,39,116.15,4223.97,Fibra,Sí,No,1,1,Efectivo,2,91.7,60.3,15,CMP-B,1
NT-000174,Masculino,60.0,Lima,Joven digital,Mensual,22,114.73,2342.2,Fibra,No,Sí,0,0,Débito automático,2,79.7,80.2,8,CMP-B,1
NT-000175,Femenino,18.0,Sur,Masivo,Anual,19,115.52,2029.67,Fibra,Sí,No,0,0,Transferencia,1,72.1,81.7,10,CMP-C,0
NT-000176,Femenino,18.0,Norte,Joven digital,Bianual,17,139.36,2311.43,Fibra,Sí,Sí,0,1,Débito automático,28,76.0,82.2,17,CMP-C,0
NT-000177,Femenino,31.0,Lima,Masivo,Mensual,67,97.83,6452.56,Fibra,No,No,0,0,Transferencia,4,92.9,66.7,12,CMP-D,0
NT-000178,Masculino,38.0,Oriente,Joven digital,Mensual,10,88.47,863.61,DSL,Sí,Sí,5,0,Efectivo,1,,,17,CMP-D,0
NT-000179,Masculino,47.0,,Masivo,Mensual,42,107.24,4340.69,Fibra,No,Sí,1,1,Transferencia,4,100.0,58.7,12,CMP-B,0
NT-000180,Masculino,44.0,Norte,Joven digital,Mensual,42,100.27,3983.91,Fibra,No,No,3,1,Débito automático,10,84.1,56.6,8,CMP-A,0
NT-000181,Masculino,33.0,Centro,Masivo,Anual,53,106.36,4450.0,Fibra,No,Sí,1,0,Tarjeta,5,72.3,58.1,16,CMP-B,0
NT-000182,Masculino,51.0,,Joven digital,Anual,24,108.58,2591.46,Fibra,No,No,0,0,Débito automático,3,77.8,75.8,19,CMP-C,0
NT-000183,Masculino,51.0,Norte,Joven digital,Anual,77,41.43,3107.76,Sin internet,No,No,0,0,Tarjeta,1,78.5,68.2,13,CMP-D,0
NT-000184,Femenino,40.0,Sur,Premium,Mensual,54,162.77,7656.31,Fibra,Sí,Sí,0,0,Tarjeta,5,63.2,69.0,9,CMP-B,0
NT-000185,Masculino,51.0,Lima,Joven digital,Anual,23,122.12,2695.4,Fibra,No,Sí,1,2,Débito automático,7,82.2,78.1,13,CMP-D,0
NT-000186,Masculino,42.0,Norte,Familia,Mensual,18,92.35,1637.96,Fibra,No,No,0,0,Tarjeta,7,72.1,51.2,20,CMP-A,0
NT-000187,Femenino,31.0,Lima,Masivo,Mensual,29,95.59,2833.06,Fibra,No,No,2,0,Efectivo,4,76.9,51.7,12,CMP-C,0
NT-000188,Femenino,47.0,Centro,Masivo,Bianual,23,95.09,2133.97,DSL,Sí,No,2,2,Transferencia,4,,66.1,8,CMP-B,0
NT-000189,Masculino,39.0,Lima,Masivo,Anual,16,91.75,1412.97,DSL,Sí,Sí,2,0,Transferencia,11,68.0,59.2,17,CMP-C,0
NT-000190,Femenino,38.0,Oriente,Masivo,Bianual,34,106.43,3641.32,Fibra,Sí,No,1,2,Débito automático,10,73.4,58.8,11,CMP-B,0
NT-000191,Masculino,,Sur,Familia,Bianual,26,97.46,2327.55,DSL,No,Sí,2,1,Tarjeta,3,85.5,94.4,8,CMP-D,0
NT-000192,Femenino,18.0,Lima,Familia,Anual,89,94.59,8156.19,Fibra,No,No,2,2,Tarjeta,15,78.3,51.2,16,CMP-A,0
NT-000193,Femenino,20.0,Lima,Joven digital,Bianual,23,246.25,2128.19,DSL,No,Sí,16,0,Transferencia,83,100.0,100.0,12,CMP-D,0
NT-000194,Masculino,23.0,Norte,Joven digital,Mensual,18,90.82,1663.73,DSL,Sí,Sí,2,1,Tarjeta,4,70.7,68.5,9,CMP-B,1
NT-000195,Femenino,33.0,Centro,Masivo,Mensual,32,93.79,2483.02,Fibra,Sí,No,1,0,Transferencia,5,86.4,80.4,8,CMP-C,0
NT-000196,Femenino,35.0,Norte,Masivo,Mensual,38,93.93,3559.24,DSL,Sí,No,0,1,Tarjeta,1,51.1,72.5,10,CMP-B,0
NT-000197,Masculino,18.0,Lima,Familia,Mensual,40,112.79,4246.5,DSL,Sí,Sí,1,0,Débito automático,0,83.0,75.0,9,CMP-B,0
NT-000198,Masculino,25.0,Lima,Masivo,Mensual,40,107.26,4322.91,Fibra,Sí,No,2,0,Tarjeta,1,61.4,84.7,8,CMP-B,0
NT-000199,Femenino,27.0,Oriente,Masivo,Mensual,33,45.6,1332.29,Sin internet,No,No,3,1,Débito automático,8,68.8,50.3,12,CMP-B,0
NT-000200,Femenino,70.0,Norte,Premium,Anual,31,146.71,4303.78,DSL,Sí,Sí,0,0,Tarjeta,8,58.0,65.4,18,CMP-A,1
NT-000201,Masculino,,Sur,Premium,Anual,48,154.68,7010.67,,Sí,Sí,0,1,Transferencia,7,78.8,60.1,13,CMP-B,0
NT-000202,Masculino,33.0,Norte,Joven digital,Anual,14,83.64,1136.27,DSL,No,Sí,1,0,Tarjeta,2,66.5,46.9,8,CMP-B,0
NT-000203,Masculino,33.0,Oriente,Masivo,Mensual,18,91.71,1430.68,DSL,No,Sí,1,2,Tarjeta,9,50.2,52.4,19,CMP-C,0
NT-000204,Femenino,23.0,Lima,Familia,Anual,8,135.14,1064.4,Fibra,Sí,Sí,0,0,Tarjeta,2,67.9,93.6,16,CMP-B,0
NT-000205,Femenino,18.0,Lima,Masivo,Mensual,15,116.51,1416.97,Fibra,Sí,Sí,3,1,Efectivo,5,95.1,66.9,20,CMP-C,0
NT-000206,Femenino,36.0,Oriente,Masivo,Mensual,63,70.22,3951.62,DSL,No,No,3,1,Transferencia,4,69.0,90.2,15,CMP-B,0
NT-000207,Femenino,25.0,Oriente,Masivo,Mensual,47,69.8,2724.9,DSL,No,No,2,0,Transferencia,2,42.7,86.8,14,CMP-B,1
NT-000208,Masculino,37.0,Lima,Premium,Mensual,96,132.76,12719.16,Fibra,No,No,1,1,Débito automático,6,88.4,100.0,14,CMP-C,0
NT-000209,Femenino,18.0,Lima,Premium,Mensual,82,161.92,12852.68,Fibra,Sí,Sí,2,1,Transferencia,8,58.6,87.3,8,CMP-C,1
NT-000210,Masculino,28.0,Norte,Familia,Anual,47,89.09,4069.66,Fibra,No,No,1,0,Tarjeta,1,83.2,100.0,12,CMP-D,0
NT-000211,Masculino,40.0,Lima,Masivo,Anual,35,53.24,1943.76,Sin internet,No,No,0,0,Transferencia,4,70.3,73.9,13,CMP-B,0
NT-000212,Masculino,43.0,Lima,Joven digital,Anual,32,82.15,2412.93,DSL,Sí,No,5,2,Transferencia,7,79.2,74.2,11,CMP-A,1
NT-000213,Femenino,43.0,Sur,Masivo,Mensual,4,124.37,488.86,Fibra,Sí,Sí,0,0,Tarjeta,5,99.8,73.8,18,CMP-C,1
NT-000214,Masculino,21.0,Lima,Familia,Anual,30,75.68,2144.67,DSL,No,Sí,0,1,Tarjeta,7,49.6,65.9,20,CMP-B,1
NT-000215,Masculino,49.0,Centro,Masivo,Anual,20,98.58,1841.4,DSL,Sí,Sí,2,0,Débito automático,6,71.2,71.8,14,CMP-A,0
NT-000216,Masculino,28.0,Lima,Masivo,Mensual,15,98.64,1526.15,Fibra,No,No,2,1,Tarjeta,6,90.9,78.1,18,CMP-D,0
NT-000217,Femenino,46.0,Lima,Familia,Anual,42,96.89,4418.25,Fibra,No,No,1,0,Tarjeta,3,62.3,62.2,10,CMP-C,0
NT-000218,Femenino,38.0,Centro,Joven digital,Mensual,27,92.4,2269.76,DSL,Sí,No,2,0,Débito automático,7,58.8,44.7,19,CMP-C,1
NT-000219,Masculino,20.0,Lima,Familia,Mensual,34,98.96,3359.12,Fibra,No,No,1,2,Tarjeta,1,67.7,68.9,17,CMP-C,0
NT-000220,Femenino,34.0,Centro,Masivo,Mensual,13,127.79,1598.7,Fibra,Sí,No,2,2,Transferencia,1,76.9,56.8,17,CMP-D,1
NT-000221,Femenino,43.0,Lima,Familia,Anual,56,83.27,4491.41,DSL,No,Sí,2,0,Débito automático,6,40.8,56.7,15,CMP-C,0
NT-000222,Femenino,46.0,Oriente,Masivo,Mensual,22,83.73,737.12,Sin internet,No,No,22,0,Transferencia,63,70.3,62.8,18,CMP-C,1
NT-000223,Masculino,36.0,,Masivo,Mensual,41,102.55,3854.25,Fibra,No,Sí,0,0,Débito automático,10,,56.3,14,CMP-D,0
NT-000224,Masculino,58.0,Sur,Joven digital,Mensual,24,98.67,1631.73,DSL,Sí,Sí,1,0,Débito automático,13,89.4,82.5,20,CMP-C,1
NT-000225,Femenino,51.0,Lima,Masivo,Bianual,3,35.0,109.98,Sin internet,No,No,0,1,Débito automático,2,69.7,67.4,16,CMP-C,0
NT-000226,Masculino,35.0,Lima,Joven digital,Mensual,43,94.84,3635.11,Fibra,No,No,3,1,Efectivo,1,100.0,85.1,13,CMP-A,0
NT-000227,Femenino,48.0,Lima,Masivo,Mensual,29,105.27,2818.04,Fibra,No,No,1,1,Débito automático,8,82.0,69.4,10,CMP-B,1
NT-000228,Masculino,63.0,Norte,Masivo,Mensual,8,103.86,768.21,DSL,No,Sí,1,0,Transferencia,2,57.4,61.2,19,CMP-B,0
NT-000229,Masculino,63.0,Lima,Familia,Bianual,12,109.54,1163.49,DSL,Sí,Sí,1,0,Transferencia,3,,68.1,8,CMP-D,0
NT-000230,Femenino,22.0,Lima,Masivo,Anual,57,131.27,7159.28,Fibra,No,Sí,0,0,Transferencia,7,75.6,53.8,8,CMP-C,0
NT-000231,Femenino,26.0,Lima,Familia,Bianual,8,83.79,628.02,DSL,Sí,No,2,0,Tarjeta,4,61.5,72.5,8,CMP-C,0
NT-000232,Femenino,57.0,Lima,Familia,Mensual,22,72.31,1415.58,DSL,Sí,No,2,1,Tarjeta,7,79.8,77.4,9,CMP-C,1
NT-000233,Masculino,24.0,Lima,Masivo,Mensual,102,99.48,9644.19,DSL,No,Sí,0,0,Débito automático,1,48.1,73.5,11,CMP-C,0
NT-000234,Masculino,21.0,Lima,Familia,Anual,44,73.45,3030.42,DSL,No,Sí,0,0,Transferencia,5,92.3,56.0,14,CMP-D,0
NT-000235,Masculino,32.0,Lima,Masivo,Mensual,52,87.2,4556.84,Fibra,No,No,1,0,Transferencia,5,91.1,48.7,11,CMP-A,0
NT-000236,Masculino,,,Masivo,Anual,26,131.68,2897.03,Fibra,Sí,Sí,2,0,Transferencia,10,68.9,62.4,13,CMP-D,0
NT-000237,Femenino,37.0,Lima,Masivo,Bianual,7,126.08,779.85,Fibra,Sí,Sí,0,0,Tarjeta,11,99.0,92.8,13,CMP-D,0
NT-000238,Masculino,30.0,Lima,Familia,Mensual,36,40.28,1436.7,Sin internet,No,No,0,0,Transferencia,2,50.3,63.9,13,CMP-A,1
NT-000239,Femenino,29.0,Norte,Joven digital,Bianual,13,35.0,407.32,Sin internet,No,No,0,1,Débito automático,1,73.1,60.1,8,CMP-C,0
NT-000240,Femenino,29.0,Sur,Joven digital,Anual,12,89.9,945.85,DSL,No,Sí,2,1,Efectivo,7,,47.3,14,CMP-B,0
NT-000241,Masculino,27.0,Lima,Premium,Mensual,33,138.03,4093.48,Fibra,No,No,3,1,Transferencia,0,99.7,61.1,11,CMP-B,0
NT-000242,Masculino,68.0,Norte,Masivo,Mensual,14,105.18,1373.76,DSL,Sí,Sí,2,1,Débito automático,8,37.3,48.9,14,CMP-D,1
NT-000243,Femenino,42.0,Oriente,Familia,Mensual,31,119.53,3457.9,Fibra,Sí,Sí,2,1,Transferencia,8,50.4,73.2,8,CMP-B,0
NT-000244,Masculino,50.0,Norte,Familia,Anual,18,97.77,1628.4,Fibra,Sí,No,0,2,Débito automático,2,62.5,81.4,19,CMP-D,0
NT-000245,Masculino,32.0,Sur,Premium,Mensual,30,121.71,3169.33,Fibra,No,No,0,0,Débito automático,0,91.8,54.9,17,CMP-C,0
NT-000246,Masculino,36.0,Sur,Premium,Mensual,21,128.53,2683.26,DSL,No,Sí,5,1,Débito automático,9,76.3,75.5,12,CMP-D,1
NT-000247,Masculino,29.0,Lima,Premium,Anual,30,165.09,5115.32,Fibra,Sí,Sí,1,1,Tarjeta,12,73.8,78.7,12,CMP-C,0
NT-000248,Femenino,18.0,Lima,Masivo,Mensual,78,79.8,5018.55,DSL,Sí,No,3,1,Tarjeta,11,77.3,50.6,12,CMP-C,0
NT-000249,Femenino,20.0,Centro,Familia,Mensual,52,35.0,1512.88,Sin internet,No,No,1,0,Transferencia,12,60.3,61.8,20,CMP-A,1
NT-000250,Femenino,18.0,Oriente,Familia,Anual,28,90.78,2567.77,,Sí,No,2,0,Débito automático,1,68.3,73.7,17,CMP-D,0
NT-000251,Masculino,18.0,,Joven digital,Mensual,70,103.92,7637.29,Fibra,No,Sí,2,0,Transferencia,4,100.0,72.1,13,CMP-C,0
NT-000252,Masculino,22.0,Lima,Masivo,Mensual,41,48.2,1563.09,Sin internet,No,No,0,0,Débito automático,5,58.3,40.3,16,CMP-B,0
NT-000253,Femenino,55.0,Norte,Premium,Mensual,67,133.2,8898.35,DSL,Sí,Sí,3,3,Transferencia,4,50.5,62.8,8,CMP-B,1
NT-000254,Femenino,37.0,Lima,Masivo,Mensual,9,85.11,807.85,Fibra,No,No,3,0,Transferencia,7,79.1,74.5,18,CMP-A,0
NT-000255,Femenino,55.0,,Joven digital,Mensual,14,106.38,1310.05,DSL,Sí,Sí,4,1,Transferencia,1,81.1,87.1,15,CMP-B,0
NT-000256,Masculino,43.0,Norte,Joven digital,Anual,36,126.22,4773.74,DSL,Sí,Sí,2,0,Débito automático,0,71.7,61.2,12,CMP-A,1
NT-000257,Masculino,48.0,Centro,Masivo,Bianual,28,118.74,3083.81,Fibra,No,Sí,1,0,Efectivo,0,87.1,65.6,17,CMP-D,0
NT-000258,Femenino,26.0,Sur,Familia,Mensual,31,110.23,3287.36,Fibra,Sí,No,1,1,Débito automático,9,69.0,61.7,8,CMP-B,1
NT-000259,Femenino,45.0,Norte,Masivo,Bianual,46,130.23,5329.54,Fibra,Sí,Sí,0,0,Transferencia,1,73.9,74.1,14,CMP-C,0
NT-000260,Masculino,47.0,Norte,Familia,Anual,36,78.24,,Fibra,No,No,0,0,Débito automático,4,77.6,72.2,20,CMP-D,0
NT-000261,Femenino,31.0,Centro,Familia,Anual,56,61.9,3460.89,DSL,No,No,2,1,Tarjeta,2,66.3,76.8,17,CMP-D,0
NT-000262,Masculino,45.0,Sur,Masivo,Anual,55,104.4,6090.71,Fibra,Sí,Sí,1,1,Transferencia,2,96.2,59.7,8,CMP-B,0
NT-000263,Femenino,45.0,Sur,Familia,Anual,14,109.57,1596.63,Fibra,No,No,4,1,Débito automático,3,77.5,76.1,15,CMP-A,0
NT-000264,Femenino,31.0,Lima,Masivo,Anual,3,122.75,345.92,Fibra,Sí,No,0,0,Tarjeta,2,67.4,59.5,16,CMP-C,0
NT-000265,Masculino,23.0,Norte,Familia,Mensual,13,115.54,1738.72,Fibra,No,Sí,2,0,Débito automático,0,79.9,,14,CMP-D,1
NT-000266,Femenino,23.0,Lima,Premium,Anual,13,163.22,2195.18,Fibra,Sí,Sí,1,0,Tarjeta,3,,94.9,12,CMP-B,0
NT-000267,Femenino,39.0,Sur,Masivo,Mensual,32,76.04,2379.35,DSL,No,Sí,1,0,Efectivo,1,73.6,47.1,16,CMP-A,1
NT-000268,Femenino,42.0,Centro,Familia,Mensual,32,125.03,3481.63,Fibra,Sí,Sí,4,1,Transferencia,1,82.8,,13,CMP-C,0
NT-000269,Femenino,28.0,Lima,Joven digital,Anual,26,128.13,2774.7,Fibra,No,Sí,1,0,Tarjeta,15,,50.8,20,CMP-C,1
NT-000270,Femenino,38.0,Lima,Joven digital,Mensual,42,73.18,2578.25,DSL,No,No,1,1,Transferencia,1,32.6,59.9,18,CMP-A,1
NT-000271,Femenino,45.0,,Familia,Mensual,120,36.92,3875.02,Sin internet,No,No,0,1,Débito automático,3,,80.2,19,CMP-A,0
NT-000272,Femenino,46.0,Centro,Joven digital,Mensual,26,96.18,2591.73,Fibra,No,Sí,1,0,Transferencia,4,86.6,69.8,13,CMP-C,0
NT-000273,Femenino,58.0,Lima,Joven digital,Mensual,37,139.42,5024.91,Fibra,Sí,Sí,0,0,Débito automático,15,79.7,64.8,16,CMP-A,1
NT-000274,Masculino,55.0,Lima,Masivo,Anual,31,111.37,3097.09,Fibra,No,Sí,1,0,Tarjeta,1,82.4,89.1,9,CMP-A,0
NT-000275,Masculino,25.0,,Masivo,Anual,19,111.19,1965.76,Fibra,Sí,Sí,1,0,Tarjeta,11,100.0,79.3,17,CMP-B,0
NT-000276,Femenino,60.0,Centro,Familia,Mensual,46,118.68,5033.23,Fibra,Sí,Sí,0,1,Transferencia,3,93.2,79.4,17,CMP-B,1
NT-000277,Femenino,31.0,Lima,Masivo,Mensual,25,35.0,871.5,Sin internet,No,No,3,1,Transferencia,3,76.4,75.1,18,CMP-D,0
NT-000278,Masculino,52.0,Lima,Joven digital,Mensual,16,85.81,1206.12,DSL,Sí,No,3,1,Transferencia,6,,24.8,8,CMP-B,1
NT-000279,Masculino,39.0,Oriente,Masivo,Mensual,17,113.87,1867.03,Fibra,No,Sí,2,1,Tarjeta,12,60.6,61.9,13,CMP-D,0
NT-000280,Masculino,33.0,Centro,Familia,Anual,57,37.47,2052.51,Sin internet,No,No,0,0,Transferencia,2,26.2,47.7,11,CMP-C,0
NT-000281,Femenino,18.0,Norte,Joven digital,Anual,45,133.99,5309.5,Fibra,Sí,Sí,0,0,Débito automático,5,89.5,62.3,19,CMP-B,0
NT-000282,Femenino,36.0,Lima,Masivo,Mensual,21,109.71,2421.78,Fibra,Sí,No,2,0,Transferencia,4,88.6,87.1,14,CMP-C,0
NT-000283,Femenino,18.0,Lima,Masivo,Mensual,42,121.56,4693.56,Fibra,No,Sí,0,1,Tarjeta,4,89.9,63.3,15,CMP-A,0
NT-000284,Femenino,51.0,Lima,Joven digital,Bianual,31,108.79,2935.78,Fibra,No,Sí,1,1,Transferencia,7,90.1,97.8,13,CMP-D,0
NT-000285,Masculino,58.0,Centro,Premium,Anual,37,149.41,5526.52,DSL,Sí,No,1,0,Efectivo,2,59.7,49.4,9,CMP-B,0
NT-000286,Femenino,28.0,Lima,Joven digital,Mensual,19,121.92,2186.33,Fibra,Sí,Sí,4,1,Tarjeta,2,,50.8,16,CMP-D,1
NT-000287,Femenino,42.0,Lima,Joven digital,Mensual,13,63.87,804.23,DSL,No,No,4,4,Transferencia,0,57.6,72.3,15,CMP-C,1
NT-000288,Femenino,29.0,Centro,Familia,Mensual,25,102.76,2201.82,Fibra,No,Sí,2,3,Débito automático,6,69.5,60.1,12,CMP-B,1
NT-000289,Masculino,30.0,Oriente,Masivo,Bianual,15,40.1,599.62,Sin internet,No,No,0,0,Tarjeta,4,47.3,69.5,16,CMP-B,0
NT-000290,Femenino,48.0,Centro,Masivo,Mensual,14,71.52,1093.47,DSL,Sí,No,3,1,Tarjeta,12,88.3,66.4,13,CMP-A,1
NT-000291,Masculino,37.0,Norte,Masivo,Mensual,9,114.65,878.73,,No,Sí,2,0,Transferencia,1,52.5,59.6,16,CMP-C,0
NT-000292,Femenino,61.0,Norte,Masivo,Bianual,3,94.85,274.53,Fibra,No,Sí,2,0,Tarjeta,17,69.0,65.5,12,CMP-A,1
NT-000293,Masculino,32.0,Norte,Familia,Anual,21,43.46,807.73,Sin internet,No,No,0,0,Tarjeta,7,33.0,65.3,18,CMP-C,0
NT-000294,Femenino,51.0,Lima,Familia,Mensual,64,114.84,8292.53,Fibra,Sí,Sí,2,0,Efectivo,7,76.4,74.1,19,CMP-A,0
NT-000295,Masculino,39.0,Norte,Premium,Mensual,54,158.57,8792.04,,Sí,Sí,0,0,Débito automático,2,72.0,85.9,14,CMP-A,0
NT-000296,Masculino,48.0,Norte,Familia,Mensual,85,77.44,6317.44,DSL,No,No,2,1,Transferencia,3,56.6,59.6,8,CMP-A,0
NT-000297,Masculino,32.0,Norte,Joven digital,Anual,14,147.74,1766.48,Fibra,Sí,Sí,2,0,Débito automático,2,66.0,63.8,16,CMP-A,0
NT-000298,Masculino,37.0,Sur,Masivo,Mensual,48,84.3,3524.32,Fibra,No,No,0,1,Débito automático,10,72.0,58.2,20,CMP-D,1
NT-000299,Masculino,,Oriente,Joven digital,Bianual,28,110.65,3074.16,Fibra,No,Sí,1,0,Transferencia,0,71.8,,17,CMP-D,0
NT-000300,Masculino,27.0,Lima,Premium,Bianual,17,137.49,1974.17,Fibra,Sí,No,0,0,Tarjeta,3,69.9,78.6,12,CMP-D,0
NT-000301,Masculino,47.0,Lima,Familia,Anual,59,104.17,5204.59,,No,Sí,1,0,Débito automático,3,100.0,50.3,15,CMP-C,0
NT-000302,Femenino,46.0,Lima,Joven digital,Anual,28,105.57,2780.43,Fibra,No,Sí,0,0,Transferencia,2,82.6,46.6,12,CMP-A,0
NT-000303,Masculino,46.0,Lima,Familia,Mensual,6,134.42,765.66,Fibra,Sí,Sí,0,0,Efectivo,1,80.0,55.6,18,CMP-D,0
NT-000304,Masculino,58.0,Lima,Familia,Mensual,54,89.61,4677.33,Fibra,No,No,1,1,Débito automático,3,65.0,66.7,17,CMP-D,0
NT-000305,Masculino,57.0,Lima,Premium,Anual,40,164.24,5973.3,Fibra,Sí,No,1,2,Efectivo,6,60.2,67.4,16,CMP-A,0
NT-000306,Femenino,33.0,Centro,Familia,Mensual,34,45.74,1562.02,Sin internet,No,No,2,1,Transferencia,4,61.7,69.8,13,CMP-D,0
NT-000307,Femenino,43.0,Norte,Joven digital,Mensual,11,80.91,782.92,DSL,No,Sí,1,2,Débito automático,1,100.0,,10,CMP-D,1
NT-000308,Masculino,30.0,Oriente,Masivo,Mensual,36,108.7,3850.06,Fibra,No,Sí,1,0,Débito automático,3,67.7,82.4,16,CMP-B,0
NT-000309,Femenino,38.0,Lima,Joven digital,Mensual,78,101.78,7581.5,Fibra,Sí,No,1,2,Tarjeta,12,85.4,77.4,12,CMP-C,0
NT-000310,Femenino,30.0,Lima,Masivo,Mensual,39,79.2,3033.34,DSL,No,No,3,0,Débito automático,2,49.6,61.9,19,CMP-D,1
NT-000311,Femenino,59.0,Lima,Premium,Anual,8,132.25,1082.06,Fibra,No,Sí,2,0,Tarjeta,4,30.7,77.4,8,CMP-B,0
NT-000312,Femenino,43.0,Lima,Joven digital,Anual,41,81.93,3050.52,Fibra,No,No,0,0,Débito automático,5,68.2,47.8,19,CMP-D,0
NT-000313,Femenino,35.0,Lima,Joven digital,Anual,39,99.68,3474.37,DSL,Sí,Sí,0,0,Tarjeta,1,100.0,73.9,18,CMP-B,0
NT-000314,Femenino,54.0,Oriente,Masivo,Bianual,51,133.15,5580.64,Fibra,Sí,Sí,0,1,Efectivo,3,80.9,,14,CMP-D,0
NT-000315,Femenino,18.0,Lima,Joven digital,Mensual,38,98.1,,DSL,Sí,No,4,1,Débito automático,3,94.6,76.9,20,CMP-A,1
NT-000316,Femenino,18.0,Lima,Joven digital,Bianual,14,174.4,706.78,Sin internet,No,No,19,1,Débito automático,76,64.8,46.4,17,CMP-C,0
NT-000317,Femenino,48.0,Norte,Masivo,Anual,32,109.77,3275.44,DSL,Sí,Sí,1,1,Débito automático,10,26.6,58.4,8,CMP-C,0
NT-000318,Masculino,39.0,Norte,Familia,Mensual,25,111.25,2402.93,Fibra,No,Sí,4,3,Tarjeta,1,55.4,67.2,13,CMP-B,0
NT-000319,Femenino,41.0,Norte,Masivo,Bianual,35,116.15,3573.45,Fibra,Sí,No,2,1,Débito automático,11,78.0,77.2,18,CMP-B,0
NT-000320,Masculino,21.0,Lima,Joven digital,Mensual,61,101.7,6493.05,Fibra,No,Sí,0,0,Transferencia,6,83.6,82.5,18,CMP-A,0
NT-000321,Masculino,38.0,Sur,Masivo,Mensual,18,55.4,998.51,DSL,No,No,2,2,Transferencia,17,61.8,73.0,10,CMP-C,1
NT-000322,Femenino,64.0,Lima,Joven digital,Mensual,94,45.93,,Sin internet,No,No,3,2,Débito automático,24,62.0,62.4,10,CMP-D,0
NT-000323,Femenino,49.0,Lima,Familia,Mensual,41,35.0,1304.47,Sin internet,No,No,1,2,Transferencia,1,76.1,74.5,20,CMP-C,0
NT-000324,Masculino,40.0,Centro,Familia,Mensual,54,111.41,5826.15,Fibra,No,Sí,0,1,Tarjeta,1,64.5,61.0,8,CMP-B,0
NT-000325,Masculino,32.0,Sur,Masivo,Anual,49,106.08,4658.11,DSL,Sí,Sí,0,0,Transferencia,1,66.6,70.9,20,CMP-C,0
NT-000326,Masculino,33.0,Lima,Premium,Bianual,40,149.23,5273.14,Fibra,No,Sí,0,0,Tarjeta,6,,80.8,15,CMP-B,0
NT-000327,Masculino,18.0,Norte,Familia,Mensual,45,98.44,4059.13,DSL,No,Sí,1,1,Efectivo,3,56.5,61.6,18,CMP-D,1
NT-000328,Masculino,41.0,Lima,Masivo,Anual,1,101.49,103.15,Fibra,No,No,1,1,Efectivo,2,58.8,72.3,10,CMP-B,1
NT-000329,Masculino,49.0,Lima,Masivo,Mensual,49,128.76,6452.45,,Sí,Sí,4,4,Transferencia,0,65.6,76.3,12,CMP-C,1
NT-000330,Femenino,18.0,Lima,Masivo,Anual,15,90.02,1199.77,Fibra,No,No,3,1,Tarjeta,9,100.0,84.3,17,CMP-B,0
NT-000331,Masculino,29.0,Centro,Familia,Mensual,29,42.97,1211.54,Sin internet,No,No,1,2,Débito automático,3,78.7,82.2,10,CMP-D,0
NT-000332,Femenino,23.0,,Masivo,Mensual,40,121.63,4571.1,Fibra,Sí,Sí,2,0,Transferencia,2,87.3,98.0,9,CMP-A,0
NT-000333,Masculino,25.0,Centro,Joven digital,Anual,63,125.23,6859.31,Fibra,Sí,Sí,0,0,Débito automático,2,68.2,78.4,15,CMP-C,0
NT-000334,Masculino,39.0,Lima,Familia,Anual,15,150.56,2075.93,Fibra,Sí,Sí,0,0,Débito automático,3,50.4,60.1,8,CMP-D,0
NT-000335,Femenino,18.0,Sur,Familia,Anual,22,128.64,2409.82,Fibra,Sí,Sí,0,1,Débito automático,1,88.4,79.6,20,CMP-B,0
NT-000336,Masculino,,Sur,Familia,Anual,24,127.71,1128.87,Sin internet,No,No,14,3,Tarjeta,78,75.6,76.7,16,CMP-C,0
NT-000337,Femenino,48.0,Lima,Familia,Anual,35,105.65,3877.73,Fibra,No,Sí,1,0,Débito automático,2,74.1,78.3,17,CMP-B,0
NT-000338,Masculino,35.0,Lima,Masivo,Mensual,25,136.18,3102.38,Fibra,Sí,Sí,1,1,Tarjeta,7,66.4,83.4,14,CMP-B,0
NT-000339,Femenino,18.0,Lima,Familia,Mensual,45,111.84,4502.16,DSL,Sí,Sí,6,2,Transferencia,2,40.0,37.3,16,CMP-D,1
NT-000340,Masculino,25.0,,Masivo,Mensual,6,100.91,613.83,Fibra,No,No,1,2,Débito automático,4,85.0,87.0,20,CMP-B,0
NT-000341,Femenino,54.0,Lima,Masivo,Mensual,28,95.93,2753.54,Fibra,No,No,2,1,Tarjeta,4,89.8,92.2,8,CMP-A,0
NT-000342,Masculino,18.0,Norte,Premium,Mensual,83,171.31,12256.42,Fibra,Sí,Sí,0,0,Tarjeta,4,,70.5,11,CMP-C,0
NT-000343,Masculino,33.0,Lima,Masivo,Mensual,25,138.45,3217.71,Fibra,Sí,Sí,0,0,Efectivo,11,60.6,70.6,17,CMP-B,0
NT-000344,Masculino,23.0,Sur,Masivo,Mensual,41,96.55,3704.71,Fibra,No,No,2,0,Débito automático,12,90.6,65.2,9,CMP-D,0
NT-000345,Masculino,48.0,Norte,Joven digital,Anual,56,110.97,5506.17,Fibra,No,Sí,1,0,Transferencia,7,70.4,69.8,11,CMP-A,0
NT-000346,Masculino,29.0,Norte,Masivo,Mensual,40,120.05,4643.62,Fibra,No,Sí,1,0,Transferencia,9,98.7,78.8,8,CMP-D,0
